C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_214.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_214.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_214.jpg,0,1,0,30.18995
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_282.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_282.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_282.jpg,0,1,0,30.18995
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_355.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_355.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_355.jpg,0,1,0,30.18995
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_438.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_438.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_438.jpg,0,1,0,30.18992
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_509.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_509.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_509.jpg,0,1,0,30.18992
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_584.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_584.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_584.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_660.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_660.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_660.jpg,0,1,0,30.18991
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_737.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_737.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_737.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_811.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_811.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_811.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_887.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_887.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_887.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_24_964.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_24_964.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_24_964.jpg,0,1,0,30.1899
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_040.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_040.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_040.jpg,0,1,0,30.18997
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_114.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_114.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_114.jpg,0,1,0,30.18992
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_189.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_189.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_189.jpg,0,1,0,30.18994
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_266.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_266.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_266.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_354.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_354.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_354.jpg,0,1,0,30.18991
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_456.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_456.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_456.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_532.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_532.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_532.jpg,0,1,0,30.18992
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_610.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_610.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_610.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_687.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_687.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_687.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_768.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_768.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_768.jpg,0,1,0,30.18995
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_846.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_846.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_846.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_25_923.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_25_923.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_25_923.jpg,0,1,0,30.18994
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_007.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_007.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_007.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_091.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_091.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_091.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_170.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_170.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_170.jpg,0,1,0,30.18995
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_252.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_252.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_252.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_348.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_348.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_348.jpg,0,1,0,30.18992
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_413.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_413.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_413.jpg,0,1,0,30.18993
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_497.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_497.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_497.jpg,-0.1,1,0,30.18736
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_578.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_578.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_578.jpg,-0.3,1,0,30.1691
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_663.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_663.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_663.jpg,0,1,0,30.18861
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_749.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_749.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_749.jpg,0,1,0,30.18952
C:\Users\arifj\Documents\IMG\track\IMG\center_2019_02_22_21_20_26_831.jpg,C:\Users\arifj\Documents\IMG\track\IMG\left_2019_02_22_21_20_26_831.jpg,C:\Users\arifj\Documents\IMG\track\IMG\right_2019_02_22_21_20_26_831.jpg,0,1,0,30.18995
